cos_month,sin_month,cos_day,sin_day,cos_time,sin_time,T,U,Ff,N,load
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,1.0,0.0,1.1,1.0,3.0,1.0,19125
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,0.9659258262890683,0.25881904510252074,1.1,1.0,3.0,1.0,18912
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,0.8660254037844387,0.49999999999999994,1.1,1.0,3.0,1.0,18592
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,0.7071067811865475,0.7071067811865476,0.9,1.0,3.0,1.0,18536
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,0.5000000000000001,0.8660254037844386,1.2,1.0,3.0,1.0,18810
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,0.25881904510252074,0.9659258262890683,1.1,1.0,3.0,1.0,19034
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,-1.6081226496766366e-16,1.0,1.1,1.0,3.0,1.0,19406
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,-0.25881904510252085,0.9659258262890683,1.3,1.0,3.0,1.0,19958
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,-0.4999999999999998,0.8660254037844387,1.5,1.0,2.0,1.0,20376
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,-0.7071067811865475,0.7071067811865476,1.6,1.0,3.0,1.0,20984
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,-0.8660254037844387,0.49999999999999994,1.7,1.0,2.0,1.0,21367
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,-0.9659258262890682,0.258819045102521,1.6,1.0,3.0,1.0,21649
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,-1.0,-3.216245299353273e-16,2.0,1.0,3.0,1.0,21808
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,-0.9659258262890683,-0.2588190451025208,2.2,1.0,2.0,1.0,22168
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,-0.8660254037844386,-0.5000000000000001,2.0,1.0,3.0,1.0,22690
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,-0.7071067811865477,-0.7071067811865475,2.4,1.0,3.0,1.0,23018
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,-0.5000000000000004,-0.8660254037844385,2.3,1.0,3.0,1.0,22824
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,-0.2588190451025215,-0.9659258262890681,2.3,1.0,3.0,1.0,22625
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,-1.8369701987210297e-16,-1.0,2.3,1.0,3.0,1.0,22113
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,0.2588190451025203,-0.9659258262890684,2.2,1.0,3.0,1.0,21793
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,0.5000000000000001,-0.8660254037844386,1.7,1.0,3.0,1.0,21429
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,0.7071067811865474,-0.7071067811865477,1.4,1.0,3.0,1.0,20805
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,0.8660254037844384,-0.5000000000000004,1.1,1.0,3.0,1.0,20338
0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,0.9659258262890683,-0.2588190451025207,1.6,1.0,3.0,1.0,19888
0.8660254037844387,0.49999999999999994,-0.2225209339563146,-0.9749279121818236,1.0,0.0,1.5,1.0,3.0,1.0,19449
0.8660254037844387,0.49999999999999994,-0.2225209339563146,-0.9749279121818236,0.9659258262890683,0.25881904510252074,1.4,1.0,3.0,1.0,19039
0.8660254037844387,0.49999999999999994,-0.2225209339563146,-0.9749279121818236,0.8660254037844387,0.49999999999999994,1.3,1.0,4.0,1.0,18904
0.8660254037844387,0.49999999999999994,-0.2225209339563146,-0.9749279121818236,0.7071067811865475,0.7071067811865476,1.1,1.0,3.0,1.0,18985
0.8660254037844387,0.49999999999999994,-0.2225209339563146,-0.9749279121818236,0.5000000000000001,0.8660254037844386,1.0,1.0,4.0,1.0,19242
0.8660254037844387,0.49999999999999994,-0.2225209339563146,-0.9749279121818236,0.25881904510252074,0.9659258262890683,1.1,1.0,3.0,1.0,19731
0.8660254037844387,0.49999999999999994,-0.2225209339563146,-0.9749279121818236,-1.6081226496766366e-16,1.0,1.0,1.0,3.0,1.0,20397
0.8660254037844387,0.49999999999999994,-0.2225209339563146,-0.9749279121818236,-0.25881904510252085,0.9659258262890683,0.5,1.0,4.0,1.0,21290
